Mission_Name,Launch_Date_Normalized,Launch_Year,Decade,Country_Group,Country,Agency,Launch_Vehicle,Rocket_Family,Launch_Site,Launch_Complex,Mission_Type,Orbit_Class,Satellite_Mass_kg,Mission_Outcome,Spacecraft_Status,Estimated_Cost_USD_M,Fuel_Type,Operational_Life_Years,Notes,Launch_ID,Data_Source,Dataset_Source
Thor SLV-2A Agena D | KH-4A 16,1/15/1965,1965,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Military/Reconnaissance,LEO,,Success,,,,,The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.,5d63d653-4c92-4300-87a2-a9b1ab460783,Launch Library 2,CLEANED_COMPLETE
Titan II GLV | Gemini II,1/19/1965,1965,1960s,USA,USA,USAF,Titan II,Titan,"Cape Canaveral SFS, FL, USA",Launch Complex 19,Technology/Test,Suborbital,,Success,,,,,Uncrewed test flight of the Gemini capsule.,c18efb27-8a97-471a-8b18-12a8d9cb725d,Launch Library 2,CLEANED_COMPLETE
Thor MG-18 | DSAP-1 F10,1/19/1965,1965,1960s,USA,USA,USAF,Thor MG-18,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 10W,Military/Reconnaissance,SSO,,Success,,,,,"The DSAP-1 (Defense Satellite Application Program Block 1) satellites series, also known as P-35, was the first series of military meteorologal satellites of the USA.",a187748e-62a3-4d2e-8f59-6d06ef600e72,Launch Library 2,CLEANED_COMPLETE
Atlas D | OV1-1,1/21/1965,1965,1960s,USA,USA,USAF,Atlas D,Atlas,"Vandenberg SFB, CA, USA",576B3,Technology/Test,LEO,,Failure,,,,,The OV1 (Orbiting Vehicle 1) were small research satellite to be launched piggy back on Atlas ICBM test flights. They consisted in general of the OV1 satellite and the OV1-PM propulsion module (or upper stage) to reach orbit.,be365316-8a82-4443-8223-c102e9538360,Launch Library 2,CLEANED_COMPLETE
Thor Delta C | Tiros 9,1/22/1965,1965,1960s,USA,USA,USAF,Thor Delta C,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17A,Earth Observation,SSO,,Failure,,,,,"The ESSA series was the second generation of US meterological satellites after the TIROS (Television & Infra-Red Observation Satellite) series. They were also called OT (Operational TIROS), TOS (TIROS Operational Satellite).",6f198812-54c6-4836-852a-63549e1493b6,Launch Library 2,CLEANED_COMPLETE
Atlas SLV-3 Agena D | KH-7 15,1/23/1965,1965,1960s,USA,USA,USAF,Atlas SLV-3 Agena D,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 4W,Military/Reconnaissance,SSO,,Success,,,,,"The Program 206 satellite, carrying the KH-7 (Keyhole 7) camera system (codenamed Gambit-1), was the first successful high resolution space reconnaissance program. It was managed by NRO's Program A, the USAF-led segment of the National Reconnaissance Program managed from Los Angeles AFB in El Segundo, California.",1d5d3660-1b55-44bf-9025-ffa5aec39e40,Launch Library 2,CLEANED_COMPLETE
Thor Delta C | OSO 2,2/3/1965,1965,1960s,USA,USA,USAF,Thor Delta C,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17B,Science/Astrophysics,LEO,,Success,,,,,"OSO (Orbital Solar Observatory) satellite. Its purpose was to return data on the ultraviolet, X-ray and gamma ray emissions of the sun and galaxy.",30e7aea9-b335-4977-8196-05f7e38ad99e,Launch Library 2,CLEANED_COMPLETE
Titan IIIA | LES 1,2/11/1965,1965,1960s,USA,USA,USAF,Titan IIIA,Titan,"Cape Canaveral SFS, FL, USA",Space Launch Complex 20,Communication,MEO,,Success,,,,,Experimental communications satellite featuring a single X-band transponder and an 8-horn electronically switched antenna.,1006ac76-802b-4719-986f-6fb992e1aaa6,Launch Library 2,CLEANED_COMPLETE
Saturn I | Pegasus 1,2/16/1965,1965,1960s,USA,USA,NASA,Saturn I,Saturn,"Cape Canaveral SFS, FL, USA",Space Launch Complex 37B,Earth Observation,LEO,,Success,,,,,The mission of the Pegasus spacecraft was to measure meteoroid abundances in the region near the earth.,01b2defe-33e0-40bd-9642-697cca21f069,Launch Library 2,CLEANED_COMPLETE
Atlas Agena B | Ranger 8,2/17/1965,1965,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Cape Canaveral SFS, FL, USA",Launch Complex 12,Lunar Exploration,Lunar,,Success,,,,,"Lunar impactor which successfully reached the surface after transmitting 7,137 photographs.",618fd7c9-a824-44fc-9198-a6b25106de71,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-4A 17,2/25/1965,1965,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 3W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.,1bab7c9f-c988-4320-8ab2-f4e9383de204,Launch Library 2,CLEANED_COMPLETE
Atlas Centaur | Surveyor-SD 1,3/2/1965,1965,1960s,USA,USA,USAF,Atlas Centaur,Atlas,"Cape Canaveral SFS, FL, USA",Launch Complex 36A,Technology/Test,HEO/Elliptical,,Failure,,,,,Surveyor-SD was a series of two simulated Surveyor-payloads launched during the development of the Atlas Centaur launch vehicle.,f7b11b4e-bfa5-4660-bfc6-4b61bdb6af37,Launch Library 2,CLEANED_COMPLETE
"Thor SLV-2 Agena D | Poppy 6A,B,C,D",3/9/1965,1965,1960s,USA,USA,USAF,Thor SLV-2 Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2W,Military/Reconnaissance,LEO,,Success,,,,,"Poppy was the follow-on ELINT system, which succeeded the Grab ELINT satellite system.",53d35c5b-a19d-402d-a50d-84803b219964,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Ablestar | Transit-O 3,3/11/1965,1965,1960s,USA,USA,USAF,Thor DM-21 Ablestar,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2E,Navigation,Polar,,Success,,,,,"The Transit-O series of satellites that closely followed the design of Transit 5C-1 were also called “Oscars” (Oscar is the phonetic alphabet for “O”, i. e., operational). They were also called NNS (Navy Navigation Satellite) or shortened NavSat.",0f8c0bf8-00e3-4419-a78d-d9d0727c2d97,Launch Library 2,CLEANED_COMPLETE
Atlas SLV-3 Agena D | KH-7 16,3/12/1965,1965,1960s,USA,USA,USAF,Atlas SLV-3 Agena D,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 4W,Military/Reconnaissance,SSO,,Success,,,,,"The Program 206 satellite, carrying the KH-7 (Keyhole 7) camera system (codenamed Gambit-1), was the first successful high resolution space reconnaissance program. It was managed by NRO's Program A, the USAF-led segment of the National Reconnaissance Program managed from Los Angeles AFB in El Segundo, California.",32708cee-e62c-4904-8f6d-57b5a859c759,Launch Library 2,CLEANED_COMPLETE
Thor MG-18 | DSAP-1 F11,3/18/1965,1965,1960s,USA,USA,USAF,Thor MG-18,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 10W,Military/Reconnaissance,SSO,,Success,,,,,"The DSAP-1 (Defense Satellite Application Program Block 1) satellites series, also known as P-35, was the first series of military meteorologal satellites of the USA.",40cb69e3-83d2-417e-8085-6e9526319760,Launch Library 2,CLEANED_COMPLETE
Atlas Agena B | Ranger 9,3/21/1965,1965,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Cape Canaveral SFS, FL, USA",Launch Complex 12,Lunar Exploration,Lunar,,Success,,,,,"Lunar impactor which successfully reached the surface after transmitting 5,814 photographs.",01276b9d-4ab5-462a-b06c-74518b8b75cf,Launch Library 2,CLEANED_COMPLETE
Gemini 3,3/23/1965,1965,1960s,USA,USA,NASA,Titan II,Titan,Cape Canaveral,,Human Spaceflight,LEO,3236,Success,Other,45,Liquid,0.01,First crewed Gemini mission; Gus Grissom and John Young,,,ENRICHED
Titan II GLV | Gemini III,3/23/1965,1965,1960s,USA,USA,NASA,Titan II,Titan,"Cape Canaveral SFS, FL, USA",Launch Complex 19,Human Spaceflight,LEO,,Success,,,,,Gemini 3 was the first crewed mission of the Gemini program. Mission Command Pilot Gus Grissom and  PilotJohn Young flew 3 orbits in a flight that was the last one to be operated from the Cape Kennedy Air Force Station. The mission was considered a success and was the first flight to perform an orbital maneuver. Gemini 3 fired its engines for 1 minute and 14 seconds changing its orbit. The mission lasted 4 hours and 52 minutes.,9fb39b29-dc31-476c-9d54-17ee7e4dde5b,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-4A 18,3/25/1965,1965,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.,16d64832-9a15-4085-95af-f55360b1776f,Launch Library 2,CLEANED_COMPLETE
Blue Scout Jr | OAR 22-4,3/30/1965,1965,1960s,USA,USA,USAF,Blue Scout Jr,Blue Scout,"Cape Canaveral SFS, FL, USA",Launch Complex 18A,Earth Observation,Suborbital,,Success,,,,,Mission to study the magnetosphere,b2930025-54b0-4b96-aa43-1ea457abdad8,Launch Library 2,CLEANED_COMPLETE
Atlas SLV-3 Agena D | SNAPSHOT-1,4/3/1965,1965,1960s,USA,USA,USAF,Atlas SLV-3 Agena D,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,Technology/Test,Polar,,Success,,,,,Experimental satellite equipped with a nuclear power system and a cesium ion engine.,7818a076-aeff-4183-87a2-f5b6ec2e7398,Launch Library 2,CLEANED_COMPLETE
Early Bird (Intelsat I),4/6/1965,1965,1960s,USA,USA,COMSAT/Intelsat,Thor-Delta,Thor-Delta,Cape Canaveral,,Communication,GEO,38.5,Success,Decommissioned,5,Liquid,3,First commercial geosynchronous communications satellite,,,ENRICHED
Thor Delta D | Early Bird,4/6/1965,1965,1960s,USA,USA,USAF,Thor Delta D,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17A,Communication,GEO,,Success,,,,,"Early Bird, also known as Intelsat I, the world's first commercial communications satellite, was built for the Communications Satellite Corporation (COMSAT) by the Space and Communications Group of Hughes Aircraft Company, later Hughes Space and Communications Company.",2715227c-d60f-472b-b022-dea0b78678b3,Launch Library 2,CLEANED_COMPLETE
Blue Scout Jr | OAR 22-9,4/9/1965,1965,1960s,USA,USA,USAF,Blue Scout Jr,Blue Scout,"Cape Canaveral SFS, FL, USA",Launch Complex 18A,Earth Observation,Suborbital,,Success,,,,,Mission to study the magnetosphere,4062b95d-5c88-4357-adc2-5d9e1e9378b7,Launch Library 2,CLEANED_COMPLETE
Atlas SLV-3 Agena D | KH-7 17,4/28/1965,1965,1960s,USA,USA,USAF,Atlas SLV-3 Agena D,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,Military/Reconnaissance,SSO,,Success,,,,,"The Program 206 satellite, carrying the KH-7 (Keyhole 7) camera system (codenamed Gambit-1), was the first successful high resolution space reconnaissance program. It was managed by NRO's Program A, the USAF-led segment of the National Reconnaissance Program managed from Los Angeles AFB in El Segundo, California.",ef1ff630-54f9-4587-99e8-edb9a16be995,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-4A 19,4/29/1965,1965,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 3W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.,d3c7b22c-446d-468d-b2e7-c2446f3eaa0d,Launch Library 2,CLEANED_COMPLETE
Scout X-4 | Beacon Explorer C,4/29/1965,1965,1960s,USA,USA,NASA,Scout X-4,Scout,"Wallops Flight Facility, Virginia, USA",Launch Area 3A,Earth Observation,LEO,,Success,,,,,The BE (Beacon Explorer) satellites provided Laser reflectors for geodetic measurements as well measured the electron density in the ionosphere.,40595a20-0c5b-4bc0-9f1a-e36b317e6baf,Launch Library 2,CLEANED_COMPLETE
Titan IIIA | LES 2,5/6/1965,1965,1960s,USA,USA,USAF,Titan IIIA,Titan,"Cape Canaveral SFS, FL, USA",Space Launch Complex 20,Communication,HEO/Elliptical,,Success,,,,,Experimental communications satellite featuring a single X-band transponder and an 8-horn electronically switched antenna.,40c8f0a1-8ab7-446a-9981-b2c17461cdaa,Launch Library 2,CLEANED_COMPLETE
Blue Scout Jr | OAR 22-8,5/12/1965,1965,1960s,USA,USA,USAF,Blue Scout Jr,Blue Scout,"Cape Canaveral SFS, FL, USA",Launch Complex 18A,Earth Observation,Suborbital,,Success,,,,,Mission to study the magnetosphere,946d5ce6-72eb-434c-a34b-382e39e161ed,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-4A 20,5/18/1965,1965,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.,a292a76a-0221-496d-a385-91b08d9b9530,Launch Library 2,CLEANED_COMPLETE
Little Joe II | A-003,5/19/1965,1965,1960s,USA,USA,NASA,Little Joe II,Little Joe,White Sands Missile Range,Launch Complex 36,Technology/Test,Suborbital,,Failure,,,,,"A-003 was the fourth abort test of the Apollo spacecraft. This particular flight is notable because during the abort test flight, an actual abort situation occurred, and further proved the Apollo launch escape system (LES). The CM was successfully pulled away from the malfunctioning Little Joe booster and it landed safely under parachutes.",80ae0917-1291-4128-9ed8-c5d4c24a0392,Launch Library 2,CLEANED_COMPLETE
Thor Burner 1 | OPS 8386,5/20/1965,1965,1960s,USA,USA,USAF,Thor Burner 1,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 10W,Military/Reconnaissance,SSO,,Success,,,,,The single DSAP-3 (Defense Satellite Application Program Block 3) was a modified DSAP-2 satellite to provide experimental tactical access to weather data.,e8d38045-a048-426d-b47b-fb7d09ce4dfe,Launch Library 2,CLEANED_COMPLETE
Atlas D | FIRE 2,5/22/1965,1965,1960s,USA,USA,USAF,Atlas D,Atlas,"Cape Canaveral SFS, FL, USA",Launch Complex 12,Science/Astrophysics,Suborbital,,Success,,,,,"FIRE (Flight Investigation of Re-Entry) was a high-speed reentry heat research program to obtain data on materials, heating rates, and radio signal attenuation on spacecraft reentering the atmosphere at speeds of about 24,500 miles per hour.",db894d0a-573f-42d5-a7ba-62ce243ec2dc,Launch Library 2,CLEANED_COMPLETE
Saturn I | Pegasus 2,5/25/1965,1965,1960s,USA,USA,NASA,Saturn I,Saturn,"Cape Canaveral SFS, FL, USA",Space Launch Complex 37B,Earth Observation,LEO,,Success,,,,,The mission of the Pegasus spacecraft was to measure meteoroid abundances in the region near the earth.,a773fc75-9626-4df0-99c1-abfc5c0a21a0,Launch Library 2,CLEANED_COMPLETE
Atlas SLV-3 Agena D | KH-7 18,5/27/1965,1965,1960s,USA,USA,USAF,Atlas SLV-3 Agena D,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,Military/Reconnaissance,SSO,,Success,,,,,"The Program 206 satellite, carrying the KH-7 (Keyhole 7) camera system (codenamed Gambit-1), was the first successful high resolution space reconnaissance program. It was managed by NRO's Program A, the USAF-led segment of the National Reconnaissance Program managed from Los Angeles AFB in El Segundo, California.",6c924ebf-9d27-4c23-9993-98d9f30ae551,Launch Library 2,CLEANED_COMPLETE
Atlas D | OV1-3,5/28/1965,1965,1960s,USA,USA,USAF,Atlas D,Atlas,"Vandenberg SFB, CA, USA",576B3,Technology/Test,LEO,,Failure,,,,,The OV1 (Orbiting Vehicle 1) were small research satellite to be launched piggy back on Atlas ICBM test flights. They consisted in general of the OV1 satellite and the OV1-PM propulsion module (or upper stage) to reach orbit.,dd9d41dc-675d-4dec-9f3a-1dcef46f45b4,Launch Library 2,CLEANED_COMPLETE
Thor Delta C | Explorer 28,5/29/1965,1965,1960s,USA,USA,USAF,Thor Delta C,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17B,Science/Astrophysics,HEO/Elliptical,,Success,,,,,"Explorer 28 (IMP 3) was a solar-cell and chemical-battery powered spacecraft instrumented for interplanetary and distant magnetospheric studies of energetic particles, cosmic rays, magnetic fields, and plasmas.",d0a77912-bcaf-4aaa-af7c-4f8e0843bf52,Launch Library 2,CLEANED_COMPLETE
Gemini 4,6/3/1965,1965,1960s,USA,USA,NASA,Titan II GLV,Titan,Cape Canaveral,,Human Spaceflight,LEO,,Success,,,,,First American spacewalk - Ed White,,,CLEANED_COMPLETE
Titan II GLV | Gemini IV,6/3/1965,1965,1960s,USA,USA,NASA,Titan II,Titan,"Cape Canaveral SFS, FL, USA",Launch Complex 19,Human Spaceflight,LEO,,Success,,,,,"Gemini 4 was the second crewed mission of the NASA's Project Gemini. The mission was commanded by Command Pilot James A. McDivitt and Pilot Edward H. White II. On the mission, White became the first American to perform a spacewalk. The mission began on June 3, 1965, 15:15:59 UTC and ended on June 7, 1965, 17:12:11 UTC.",6202a9c0-c5be-4be3-bd55-bb924bf92b84,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-4A 21,6/9/1965,1965,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Military/Reconnaissance,LEO,,Success,,,,,The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.,0cd8b0bb-20b5-4705-bf53-eda952238113,Launch Library 2,CLEANED_COMPLETE
Blue Scout Jr | OAR 22-5,6/9/1965,1965,1960s,USA,USA,USAF,Blue Scout Jr,Blue Scout,"Cape Canaveral SFS, FL, USA",Launch Complex 18A,Earth Observation,Suborbital,,Success,,,,,Mission to study the magnetosphere,1f869b6f-13b7-4efa-ab48-cb25b3a3f65e,Launch Library 2,CLEANED_COMPLETE
Titan IIIC | Transtage 5,6/18/1965,1965,1960s,USA,USA,USAF,Titan IIIC,Titan,"Cape Canaveral SFS, FL, USA",Space Launch Complex 40,Technology/Test,LEO,,Success,,,,,Test flights of the cryogenic Transtage stage.,244d7ce9-3958-4d51-affc-292c21a44f5c,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Ablestar | Transit-O 4,6/24/1965,1965,1960s,USA,USA,USAF,Thor DM-21 Ablestar,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2E,Navigation,Polar,,Success,,,,,"The Transit-O series of satellites that closely followed the design of Transit 5C-1 were also called “Oscars” (Oscar is the phonetic alphabet for “O”, i. e., operational). They were also called NNS (Navy Navigation Satellite) or shortened NavSat.",0cdee9db-74a4-480a-8161-3b65b03e676f,Launch Library 2,CLEANED_COMPLETE
Atlas SLV-3 Agena D | KH-7 19,6/25/1965,1965,1960s,USA,USA,USAF,Atlas SLV-3 Agena D,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,Military/Reconnaissance,SSO,,Success,,,,,"The Program 206 satellite, carrying the KH-7 (Keyhole 7) camera system (codenamed Gambit-1), was the first successful high resolution space reconnaissance program. It was managed by NRO's Program A, the USAF-led segment of the National Reconnaissance Program managed from Los Angeles AFB in El Segundo, California.",05587685-6e0a-4ec3-b27d-e05796fdd66e,Launch Library 2,CLEANED_COMPLETE
X-15 | Flight 138,6/29/1965,1965,1960s,USA,USA,USAF,North American X-15,North,Air launch to Suborbital flight,Edwards Air Force Base,Technology/Test,Suborbital,,Success,,,,,Flight 138 of the North American X-15 was a test flight conducted by NASA and the US Air Force in 1965. Piloted by Joe H. Engle it reached an altitude of 85.5 km.,b92b4c7f-39fb-448a-a24a-5c370b95fe80,Launch Library 2,CLEANED_COMPLETE
Thor Delta C | Tiros 10,7/2/1965,1965,1960s,USA,USA,USAF,Thor Delta C,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17B,Earth Observation,SSO,,Success,,,,,NASA's TIROS (Television & Infra-Red Observation Satellite) program was the first experimental weathersatellite program.,9b37a57a-12c7-4c53-96e2-0288e63305d9,Launch Library 2,CLEANED_COMPLETE
Atlas SLV-3 Agena D | KH-7 20,7/12/1965,1965,1960s,USA,USA,USAF,Atlas SLV-3 Agena D,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,Military/Reconnaissance,SSO,,Failure,,,,,"The Program 206 satellite, carrying the KH-7 (Keyhole 7) camera system (codenamed Gambit-1), was the first successful high resolution space reconnaissance program. It was managed by NRO's Program A, the USAF-led segment of the National Reconnaissance Program managed from Los Angeles AFB in El Segundo, California.",a5118c10-4100-4c21-8a96-1437db173096,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | P-770 Group 3-A 1,7/17/1965,1965,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2W,Military/Reconnaissance,LEO,,Success,,,,,ELINT/SIGINT satellite,f47213ef-1bdb-491a-beee-1ec01f4c3053,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-4A 22,7/19/1965,1965,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 3W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.,505ee616-4545-4e20-ad82-e24f1e913b42,Launch Library 2,CLEANED_COMPLETE
Atlas Agena D | Vela 3A & 3B,7/20/1965,1965,1960s,USA,USA,USAF,Atlas Agena D,Atlas,"Cape Canaveral SFS, FL, USA",Space Launch Complex 13,Military/Reconnaissance,HEO/Elliptical,,Success,,,,,"The Vela (meaning ""watchman"" in Spanish) series of spacecraft were designed to monitor worldwide compliance with the 1963 nuclear test ban treaty.",534dff1b-24b3-4ec5-81fe-7160d03e12d6,Launch Library 2,CLEANED_COMPLETE
Saturn I | Pegasus 3,7/30/1965,1965,1960s,USA,USA,NASA,Saturn I,Saturn,"Cape Canaveral SFS, FL, USA",Space Launch Complex 37B,Earth Observation,LEO,,Success,,,,,The mission of the Pegasus spacecraft was to measure meteoroid abundances in the region near the earth.,94c09677-f089-4a13-8e22-7fe957130f00,Launch Library 2,CLEANED_COMPLETE
Atlas SLV-3 Agena D | KH-7 21,8/3/1965,1965,1960s,USA,USA,USAF,Atlas SLV-3 Agena D,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,Military/Reconnaissance,SSO,,Success,,,,,"The Program 206 satellite, carrying the KH-7 (Keyhole 7) camera system (codenamed Gambit-1), was the first successful high resolution space reconnaissance program. It was managed by NRO's Program A, the USAF-led segment of the National Reconnaissance Program managed from Los Angeles AFB in El Segundo, California.",6e822bbe-4871-4e96-a253-827fee63e7bf,Launch Library 2,CLEANED_COMPLETE
Scout B | SEV,8/10/1965,1965,1960s,USA,USA,NASA,Scout B,Scout,"Wallops Flight Facility, Virginia, USA",Launch Area 3A,Technology/Test,LEO,,Success,,,,,SEV (Scout Evaluation Vehicle) was a NASA launch vehicle evaluation payload to test a new version of the Scout launch vehicle and performing new maneuvers during launch.,2b60e5a7-7053-4735-ab6e-40e8a451df6e,Launch Library 2,CLEANED_COMPLETE
X-15 | Flight 143,8/10/1965,1965,1960s,USA,USA,USAF,North American X-15,North,Air launch to Suborbital flight,Edwards Air Force Base,Technology/Test,Suborbital,,Success,,,,,Flight 143 of the North American X-15 was a test flight conducted by NASA and the US Air Force in 1965. Piloted by Joe H. Engle it reached an altitude of 82.6 km.,ed2a3a4c-a2ec-48a7-a885-157f10c2dd51,Launch Library 2,CLEANED_COMPLETE
Atlas Centaur D | Surveyor-SD 2,8/11/1965,1965,1960s,USA,USA,USAF,Atlas Centaur D,Atlas,"Cape Canaveral SFS, FL, USA",Launch Complex 36B,Technology/Test,HEO/Elliptical,,Success,,,,,Surveyor-SD was a series of two simulated Surveyor-payloads launched during the development of the Atlas Centaur launch vehicle.,3317736c-8c82-49d1-8341-2619f94a2606,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Ablestar | Transit-O 5,8/13/1965,1965,1960s,USA,USA,USAF,Thor DM-21 Ablestar,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2E,Navigation,Polar,,Success,,,,,"The Transit-O series of satellites that closely followed the design of Transit 5C-1 were also called “Oscars” (Oscar is the phonetic alphabet for “O”, i. e., operational). They were also called NNS (Navy Navigation Satellite) or shortened NavSat.",45cd7514-b82e-47b9-9875-4fc3738e8182,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-4A 23,8/17/1965,1965,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 3W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.,bb19adb1-ab4c-4bdb-a469-9d924872c171,Launch Library 2,CLEANED_COMPLETE
Titan II GLV | Gemini V,8/21/1965,1965,1960s,USA,USA,NASA,Titan II,Titan,"Cape Canaveral SFS, FL, USA",Launch Complex 19,Human Spaceflight,LEO,,Success,,,,,"Gemini 5 was the third crewed mission of the NASA's Project Gemini. The mission was commanded by Command Pilot L. Gordon Cooper, Jr. and Pilot Charles ""Pete"" Conrad, Jr. The mission began on August 21, 1965, 13:59:59 UTC and ended on August 29, 1965, 12:55:13 UTC.",91d14e4a-ff12-4a9e-861b-d97ba6196269,Launch Library 2,CLEANED_COMPLETE
Thor Delta C | OSO C,8/25/1965,1965,1960s,USA,USA,USAF,Thor Delta C,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17B,Science/Astrophysics,LEO,,Failure,,,,,"OSO (Orbital Solar Observatory) satellite. Its purpose was to return data on the ultraviolet, X-ray and gamma ray emissions of the sun and galaxy.",f70762c1-22f6-45a4-b2e4-a3ca2927ad6f,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2 Agena D | MRPV,9/2/1965,1965,1960s,USA,USA,USAF,Thor SLV-2 Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Earth Observation,LEO,,Failure,,,,,MRPV (Multi Research Payload Vehicle) was a satellite which carried 21 experiments for the USAF.,b02cce52-ea6e-4acc-89f0-f6b98ae682a8,Launch Library 2,CLEANED_COMPLETE
Thor Burner 1 | DSAP-2 F1,9/10/1965,1965,1960s,USA,USA,USAF,Thor Burner 1,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 10W,Military/Reconnaissance,SSO,,Success,,,,,The DSAP-2 (Defense Satellite Application Program Block 2) satellites series consisted of three modified DSAP-1 military meteorological satellites.,356e8485-1b52-4741-bea8-c7c36f57cff9,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-4A 24,9/22/1965,1965,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 3W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4A (Keyhole-4A) was the fifth optical reconnaissance satellite version in the Corona-program.,8f103e72-2d7d-4847-9435-3e36a3f2505d,Launch Library 2,CLEANED_COMPLETE
X-15 | Flight 150,9/28/1965,1965,1960s,USA,USA,USAF,North American X-15,North,Air launch to Suborbital flight,Edwards Air Force Base,Technology/Test,Suborbital,,Success,,,,,Flight 150 of the North American X-15 was a test flight conducted by NASA and the US Air Force in 1965. Piloted by John B. McKay it reached an altitude of 90.0 km.,64a43bcc-f080-4121-91da-90731c46dc82,Launch Library 2,CLEANED_COMPLETE
